ts_ms,id,dlc,b0,b1,b2,b3,b4,b5,b6,b7
513225,280,8,173,139,49,16,0,72,0,128
513235,280,8,174,140,49,16,0,72,0,128
513255,280,8,175,141,49,16,0,72,0,128
513265,280,8,176,142,49,16,0,72,0,128
513275,280,8,177,143,49,16,0,72,0,128
513275,280,8,162,128,49,16,0,72,0,128
513285,280,8,163,129,49,16,0,72,0,128
513295,280,8,164,130,49,16,0,72,0,128
513315,280,8,165,131,49,16,0,72,0,128
513325,280,8,166,132,49,16,0,72,0,128
513335,280,8,167,133,49,16,0,72,0,128
513335,280,8,168,134,49,16,0,72,0,128
513345,280,8,169,135,49,16,0,72,0,128
513355,280,8,170,136,49,16,0,72,0,128
513375,280,8,171,137,49,16,0,72,0,128
513385,280,8,172,138,49,16,0,72,0,128
513395,280,8,173,139,49,16,0,72,0,128
513395,280,8,174,140,49,16,0,72,0,128
513405,280,8,175,141,49,16,0,72,0,128
513415,280,8,176,142,49,16,0,72,0,128
513435,280,8,177,143,49,16,0,72,0,128
513435,280,8,162,128,49,16,0,72,0,128
513445,280,8,163,129,49,16,0,72,0,128
513445,280,8,164,130,49,16,0,72,0,128
513465,280,8,165,131,49,16,0,72,0,128
513485,280,8,166,132,49,16,0,72,0,128
513495,280,8,167,133,49,16,0,72,0,128
513505,280,8,168,134,49,16,0,72,0,128
513505,280,8,169,135,49,16,0,72,0,128
513515,280,8,170,136,49,16,0,72,0,128
513525,280,8,171,137,49,16,0,72,0,128
513545,280,8,172,138,49,16,0,72,0,128
513545,1021,8,0,0,0,60,32,0,0,128
513555,280,8,173,139,49,16,0,72,0,128
513565,280,8,174,140,49,16,0,72,0,128
513565,280,8,175,141,49,16,0,72,0,128
513575,280,8,176,142,49,16,0,72,0,128
513585,280,8,177,143,49,16,0,72,0,128
513585,1021,8,1,0,6,0,0,8,18,128
513595,280,8,162,128,49,16,0,72,0,128
513605,280,8,163,129,49,16,0,72,0,128
513615,280,8,164,130,49,16,0,72,0,128
