ts_ms,id,dlc,b0,b1,b2,b3,b4,b5,b6,b7
1236045,280,8,12,111,85,48,0,200,56,255
1236045,1021,8,0,0,0,60,32,0,0,128
1236055,280,8,253,96,85,48,0,200,56,255
1236055,280,8,254,97,85,48,0,200,56,255
1236075,280,8,15,98,85,48,0,200,72,255
1236085,280,8,64,99,85,48,0,200,120,255
1236105,2047,8,8,128,68,0,144,98,20,48
1236105,1021,8,1,0,6,0,0,8,18,128
1236105,280,8,114,101,85,48,0,200,168,255
1236125,280,8,180,103,85,48,0,200,232,255
1236135,280,8,230,104,85,48,0,200,24,0
1236145,280,8,215,105,85,48,0,200,8,0
1236155,280,8,216,106,85,48,0,200,8,0
1236165,280,8,217,107,85,48,0,200,8,0
1236195,280,8,219,109,85,48,0,200,8,0
1236205,2047,8,9,239,128,64,130,128,0,0
1236215,280,8,157,111,85,48,0,200,200,0
1236226,280,8,207,97,85,48,0,200,8,0
1236245,280,8,209,99,85,48,0,200,8,0
1236255,280,8,210,100,85,48,0,200,8,0
1236295,280,8,213,103,85,48,0,200,8,0
1236335,280,8,217,107,85,48,0,200,8,0
1236375,280,8,221,111,85,48,0,200,8,0
1236395,2047,8,2,71,86,109,142,81,207,39
1236395,280,8,209,99,85,48,0,200,8,0
1236415,280,8,211,101,85,48,0,200,8,0
1236435,280,8,212,102,85,48,0,200,8,0
1236445,280,8,213,103,85,48,0,200,8,0
1236465,280,8,215,105,85,48,0,200,8,0
1236495,280,8,217,107,85,48,0,200,8,0
1236505,2047,8,3,51,12,141,225,32,39,52
1236515,280,8,219,109,85,48,0,200,8,0
1236535,280,8,221,111,85,48,0,200,8,0
1236555,280,8,207,97,85,48,0,200,8,0
1236595,280,8,211,101,85,48,0,200,8,0
1236605,2047,8,4,153,22,28,106,170,188,16
1236625,280,8,214,104,85,48,0,200,8,0
1236625,280,8,215,105,85,48,0,200,8,0
1236635,280,8,216,106,85,48,0,200,8,0
1236635,280,8,217,107,85,48,0,200,8,0
